policy,threshold,threshold_source,val_acc,val_precision,val_recall,val_f1,val_auc,val_apcer,val_bpcer,val_acer,val_threshold,val_tn,val_fp,val_fn,val_tp,test_acc,test_precision,test_recall,test_f1,test_auc,test_apcer,test_bpcer,test_acer,test_threshold,test_tn,test_fp,test_fn,test_tp
fixed_0_5,0.5,fixed,0.998829953198128,0.9996050432933313,0.9986644812723852,0.9991345409271041,0.999987665487165,0.001335518727614885,0.0008243500317057704,0.0010799343796603278,0.5,15757,13,44,32902,0.8452582998362365,0.999539133027896,0.7803670074290431,0.8764589820999834,0.9961235644100913,0.2196329925709569,0.0008532851478191036,0.110243138859388,0.5,19906,17,10377,36870
checkpoint_threshold,0.39415151515151514,best_metrics_json,0.9988915346087528,0.9996050792879275,0.9987555393674498,0.9991801287501518,0.999987665487165,0.0012444606325502337,0.0008243500317057704,0.0010344053321280021,0.39415151515151514,15757,13,41,32905,0.8550245645377401,0.9994673626461423,0.7943149829618812,0.885159677343271,0.9961235644100913,0.2056850170381188,0.0010038648797871808,0.103344440958953,0.39415151515151514,19903,20,9718,37529
val_min_acer,0.428,val,0.9988915346087528,0.9996050792879275,0.9987555393674498,0.9991801287501518,0.999987665487165,0.0012444606325502337,0.0008243500317057704,0.0010344053321280021,0.428,15757,13,41,32905,0.851704630043174,0.9995177107336156,0.7895527758376193,0.8822145230521823,0.9961235644100913,0.21044722416238068,0.0009034783918084626,0.10567535127709457,0.428,19905,18,9943,37304
val_target_bpcer_0.005,0.013125568357718428,val,0.9981525576812547,0.9976372228280626,0.9996357676197414,0.9986354953152006,0.999987665487165,0.00036423238025860496,0.0049461001902346225,0.0026551662852466137,0.013125568357718428,15692,78,12,32934,0.9312341819264552,0.9976418398318936,0.9043748809448219,0.9487216492556368,0.9961235644100913,0.0956251190551781,0.0050695176429252625,0.050347318349051685,0.013125568357718428,19822,101,4518,42729
val_target_bpcer_0.010,0.0035444556739704356,val,0.9967156581000082,0.99528672427337,0.9998785892065805,0.9975773726606505,0.999987665487165,0.00012141079341953499,0.009892200380469245,0.00500680558694439,0.0035444556739704356,15614,156,4,32942,0.9498734554116421,0.9952595936794583,0.933180942705357,0.9632210776977945,0.9961235644100913,0.06681905729464305,0.010540581237765396,0.03867981926620422,0.0035444556739704356,19713,210,3157,44090
val_target_bpcer_0.020,0.0010691263391734772,val,0.9935339518843912,0.9905884475448777,0.9999392946032902,0.995241907466429,0.999987665487165,6.0705396709767496e-05,0.019847812301838935,0.009954258849274351,0.0010691263391734772,15457,313,2,32944,0.9658031859461069,0.9906990961093401,0.9603996020911381,0.9753140818278542,0.9961235644100913,0.03960039790886194,0.021382321939466948,0.030491359924164442,0.0010691263391734772,19497,426,1871,45376
val_target_bpcer_0.050,0.0003737425742391064,val,0.98398883323754,0.9769007235203416,0.9999696473016452,0.9883005849707515,0.999987665487165,3.0352698354883748e-05,0.04939759036144578,0.024713971529900333,0.0003737425742391064,14991,779,1,32945,0.9716986750037219,0.9790407775195437,0.980760683217982,0.979899975681191,0.9961235644100913,0.019239316782017905,0.04979169803744416,0.034515507409731035,0.0003737425742391064,18931,992,909,46338
test_oracle_do_not_report_as_main,0.001,test_oracle,0.993226044831267,0.9901418610242847,0.9999392946032902,0.9950164607810565,0.999987665487165,6.0705396709767496e-05,0.020798985415345594,0.01042984540602768,0.001,15442,328,2,32944,0.9664582402858419,0.9902802597742231,0.9617541854509281,0.9758087895804924,0.9961235644100913,0.0382458145490719,0.02238618681925413,0.030316000684163014,0.001,19477,446,1807,45440
